Alloy Formula,"Composition
 type",Form,Composition in mole percent,"Thickness 
(micron)",fcc lattice parameter for Cu alloys,Bravais lattice in as-annealed form for PdCu based membranes,Latice parameter (nm),Bravais lattice in as-manufactured state,Temperature (°C),"Inverse temperature 
1E3/T (1E3 K-1)","Diffusion 
coefficient
(cm^2.s^-1)",Fabrication technique,"Pressure 
difference  P1^n- P2^n (Pa^n)","Pressure 
exponent 
(n)",Effective area (cm^2),Membrane support,Type of support,Gases,Solubility constant Ks (Pa^-0.5),Hydrogen permeability (mol.m^-1.s^-1.Pa^-n),"Hydrogen Permeation Flux
(mol.m^-2.s^-1)","Permeation 
Activation Energy (KJ/mol)",Hydrogen Permeance (mol.m^-2.s^-1.Pa^-0.5),Feed Flow rate (mL.min^-1),Hydrogen transfer rate s.c.f.h.(mil).(sq.ft.)^-1,Conversion factor,Number,General comments,Reference,DOI/URL,
Pd41.0Cu57Al2.0,mole fraction,foil,Pd41.00Cu57.00Al2.00,25,,,0.2914,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,6.50E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd50.0Cu48Al2.0,mole fraction,foil,Pd50.00Cu48.00Al2.00,25,,,0.2929,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,8.50E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu54.2Al0.8,mole fraction,foil,Pd45.00Cu54.20Al0.80,150,,,0.2951,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,1.10E-08,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu54.2Al0.8,mole fraction,foil,Pd45.00Cu54.20Al0.80,20,,,0.2951,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,1.34E-08,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.0Ho8.0,mole fraction,foil,Pd92.00Ho8.00,100,y = 0.0007x + 0.389,,0.3946,fcc,400.4,,,rolling,447.2136,0.5,39.4,,,,,5.73E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd92.0Ho8.0,mole fraction,foil,Pd92.00Ho8.00,100,,,0.3946,fcc,452.09,,,rolling,447.2136,0.5,39.4,,,,,5.23E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd92.0Ho8.0,mole fraction,foil,Pd92.00Ho8.00,100,,,0.3946,fcc,503.27,,,rolling,447.2136,0.5,39.4,,,,,5.90E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd92.0Ho8.0,mole fraction,foil,Pd92.00Ho8.00,100,,,0.3946,fcc,552.58,,,rolling,447.2136,0.5,39.4,,,,,6.55E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd92.0Ho8.0,mole fraction,foil,Pd92.00Ho8.00,100,,,0.3946,fcc,604.25,,,rolling,447.2136,0.5,39.4,,,,,7.91E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd84.0Ag8.0Ho8.0,mole fraction,foil,Pd84.00Ag8.00Ho8.00,100,,,0.3996,fcc,346.7,,,rolling,447.2136,0.5,39.4,,,,,5.17E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd84.0Ag8.0Ho8.0,mole fraction,foil,Pd84.00Ag8.00Ho8.00,100,,,0.3996,fcc,395.49,,,rolling,447.2136,0.5,39.4,,,,,5.89E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd84.0Ag8.0Ho8.0,mole fraction,foil,Pd84.00Ag8.00Ho8.00,100,,,0.3996,fcc,547.71,,,rolling,447.2136,0.5,39.4,,,,,6.18E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd76.0Ag16.0Ho8.0,mole fraction,foil,Pd76.00Ag16.00Ho8.00,100,,,0.4012,fcc,344.33,,,rolling,447.2136,0.5,39.4,,,,,3.05E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd76.0Ag16.0Ho8.0,mole fraction,foil,Pd76.00Ag16.00Ho8.00,100,,,0.4012,fcc,394.83,,,rolling,447.2136,0.5,39.4,,,,,3.53E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd76.0Ag16.0Ho8.0,mole fraction,foil,Pd76.00Ag16.00Ho8.00,100,,,0.4012,fcc,498.33,,,rolling,447.2136,0.5,39.4,,,,,3.91E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd84.0Cu8.0Ho8.0,mole fraction,foil,Pd84.00Cu8.00Ho8.00,100,,,0.3602,fcc,343.6,,,rolling,447.2136,0.5,39.4,,,,,3.17E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd84.0Cu8.0Ho8.0,mole fraction,foil,Pd84.00Cu8.00Ho8.00,100,,,0.3602,fcc,394.49,,,rolling,447.2136,0.5,39.4,,,,,3.69E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd84.0Cu8.0Ho8.0,mole fraction,foil,Pd84.00Cu8.00Ho8.00,100,,,0.3602,fcc,498.44,,,rolling,447.2136,0.5,39.4,,,,,4.32E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd84.0Cu8.0Ho8.0,mole fraction,foil,Pd84.00Cu8.00Ho8.00,100,,,0.3602,fcc,547.71,,,rolling,447.2136,0.5,39.4,,,,,4.43E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
Pd84.0Cu8.0Ho8.0,mole fraction,foil,Pd84.00Cu8.00Ho8.00,100,,,0.3602,fcc,598.25,,,rolling,447.2136,0.5,39.4,,,,,5.08E-08,,,,,,,,The pressure on the primary side was 0.2 Mpa and the thickness wass assumed to be same for all.,JP2001262252A,https://patents.google.com/patent/JP2001262252A/en?oq=JP2001262252A+,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd60.0Cu40.0,weight fraction,foil,Pd47.25Cu52.75,25,,,,bcc,199.88,2.11,,cold rolling,6.5,1,0.93,,,,,3.64E-09,0.000946932,16.3,,,,,,Those are annealed PdCu foils in He for 2 hour and cooled naturally in air. They are BCC as tested by XRD at the end of the permeation test. All foils were plasma cleaned,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd60.0Cu40.0,weight fraction,foil,Pd47.25Cu52.75,25,,,,bcc,149.64,2.37,,cold rolling,6.5,1,0.93,,,,,7.33E-09,0.001906563,16.3,,,,,,Those are annealed PdCu foils in He for 2 hour and cooled naturally in air. They are BCC as tested by XRD at the end of the permeation test. All foils were plasma cleaned,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd60.0Cu40.0,weight fraction,foil,Pd47.25Cu52.75,25,,,,bcc,99.95,2.68,,cold rolling,6.5,1,0.93,,,,,1.43E-08,0.00371088,16.3,,,,,,Those are annealed PdCu foils in He for 2 hour and cooled naturally in air. They are BCC as tested by XRD at the end of the permeation test. All foils were plasma cleaned,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd60.0Cu40.0,weight fraction,foil,Pd47.25Cu52.75,25,,,,bcc,74.94,2.87,,cold rolling,6.5,1,0.93,,,,,1.96E-08,0.00509022,16.3,,,,,,Those are annealed PdCu foils in He for 2 hour and cooled naturally in air. They are BCC as tested by XRD at the end of the permeation test. All foils were plasma cleaned,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd60.0Cu40.0,weight fraction,foil,Pd47.25Cu52.75,25,,,,fcc,199.88,2.11,,cold rolling,6.5,1,0.93,,,,,6.48E-10,0.000168381,,,,,,,"Those are unannealed foils which have FCC structure as confirmed from XRD. All foils were plasma cleaned. Throughout the entire text, the diffusion was thought to be surface-limited, therefore I assumed n =1","(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd60.0Cu40.0,weight fraction,foil,Pd47.25Cu52.75,25,,,,fcc,149.87,2.36,,cold rolling,6.5,1,0.93,,,,,1.29E-10,3.35E-05,,,,,,,"Those are unannealed foils which have FCC structure as confirmed from XRD. All foils were plasma cleaned. Throughout the entire text, the diffusion was thought to be surface-limited, therefore I assumed n =1","(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd60.0Cu40.0,weight fraction,foil,Pd47.25Cu52.75,25,,,,fcc,99.95,2.68,,cold rolling,6.5,1,0.93,,,,,2.29E-10,5.96E-05,,,,,,,"Those are unannealed foils which have FCC structure as confirmed from XRD. All foils were plasma cleaned. Throughout the entire text, the diffusion was thought to be surface-limited, therefore I assumed n =1","(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd60.0Cu40.0,weight fraction,foil,Pd47.25Cu52.75,25,,,,fcc,74.94,2.87,,cold rolling,6.5,1,0.93,,,,,1.49E-10,3.88E-05,,,,,,,"Those are unannealed foils which have FCC structure as confirmed from XRD. All foils were plasma cleaned. Throughout the entire text, the diffusion was thought to be surface-limited, therefore I assumed n =1","(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd75.0Ag25.0,weight fraction,foil,Pd75.26Ag24.74,25,,,0.3935,fcc,199.93,2.11,,cold rolling,6.5,1,0.93,,,,,5.57E-10,0.000144782,30.4,,,,,,The foils were plasma cleaned. N is assumed to be 1,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd75.0Ag25.0,weight fraction,foil,Pd75.26Ag24.74,25,,,0.3935,fcc,149.99,2.36,,cold rolling,6.5,1,0.93,,,,,2.15E-09,0.000558476,30.4,,,,,,The foils were plasma cleaned. N is assumed to be 1,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd75.0Ag25.0,weight fraction,foil,Pd75.26Ag24.74,25,,,0.3935,fcc,100.04,2.68,,cold rolling,6.5,1,0.93,,,,,5.12E-09,0.00133234,30.4,,,,,,The foils were plasma cleaned. N is assumed to be 1,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd75.0Ag25.0,weight fraction,foil,Pd75.26Ag24.74,25,,,0.3935,fcc,75.06,2.87,,cold rolling,6.5,1,0.93,,,,,9.84E-09,0.002557544,30.4,,,,,,The foils were plasma cleaned. N is assumed to be 1,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd,mole fraction,foil,Pd,25,,,0.389,fcc,199.44,2.12,,cold rolling,6.5,1,0.93,,,,,6.69E-10,0.000173844,24.6,,,,,,The foils were plasma cleaned. N is assumed to be 1,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd,mole fraction,foil,Pd,25,,,0.389,fcc,149.8,2.37,,cold rolling,6.5,1,0.93,,,,,1.37E-09,0.000357451,24.6,,,,,,The foils were plasma cleaned. N is assumed to be 1,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd,mole fraction,foil,Pd,25,,,0.389,fcc,99.86,2.68,,cold rolling,6.5,1,0.93,,,,,3.76E-09,0.000978367,24.6,,,,,,The foils were plasma cleaned. N is assumed to be 1,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
Pd,mole fraction,foil,Pd,25,,,0.389,fcc,74.88,2.87,,cold rolling,6.5,1,0.93,,,,,6.37E-09,0.001656086,24.6,,,,,,The foils were plasma cleaned. N is assumed to be 1,"(Li et al., 2023)",https://doi.org/10.1016/j.jnucmat.2023.154484,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd94.2Cu5.8,mole fraction,foil,Pd94.20Cu5.80,2.2,,,,fcc,400,,,magnetron sputtering,71.0706,0.5,0.91,,,,,1.00E-08,,31,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
Pd94.2Cu5.8,mole fraction,foil,Pd94.20Cu5.80,2.2,,,,fcc,400,,,magnetron sputtering,130.9858,0.5,0.91,,,,,1.10E-08,,31,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
Pd94.2Cu5.8,mole fraction,foil,Pd94.20Cu5.80,2.2,,,,fcc,400,,,magnetron sputtering,183.7722,0.5,0.91,,,,,1.60E-08,,31,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd83.2Cu16.8,mole fraction,foil,Pd83.20Cu16.80,1.7,,,0.385,fcc,400,,,magnetron sputtering,71.0706,0.5,0.91,,,,,7.30E-09,,39,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
Pd83.2Cu16.8,mole fraction,foil,Pd83.20Cu16.80,1.7,,,0.385,fcc,400,,,magnetron sputtering,130.9858,0.5,0.91,,,,,7.50E-09,,39,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
Pd83.2Cu16.8,mole fraction,foil,Pd83.20Cu16.80,1.7,,,0.385,fcc,400,,,magnetron sputtering,183.7722,0.5,0.91,,,,,7.90E-09,,39,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd59.5Cu40.5 ,mole fraction,foil,Pd59.50Cu40.50,2.1,,,0.38,fcc,400,,,magnetron sputtering,183.7722,0.5,0.91,,,,,2.00E-09,,47,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
Pd59.5Cu40.5 ,mole fraction,foil,Pd59.50Cu40.50,2.1,,,0.38,fcc,400,,,magnetron sputtering,203.3875,0.5,0.91,,,,,2.60E-09,,47,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
Pd59.5Cu40.5 ,mole fraction,foil,Pd59.50Cu40.50,2.1,,,0.38,fcc,400,,,magnetron sputtering,231.4948,0.5,0.91,,,,,2.60E-09,,47,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd44.9Cu55.1,mole fraction,foil,Pd44.90Cu55.10,2.2,,,,fcc,400,,,magnetron sputtering,183.7722,0.5,0.91,,,,,1.60E-09,,,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
Pd44.9Cu55.1,mole fraction,foil,Pd44.90Cu55.10,2.2,,,,fcc,400,,,magnetron sputtering,203.3875,0.5,0.91,,,,,3.20E-09,,,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
Pd44.9Cu55.1,mole fraction,foil,Pd44.90Cu55.10,2.2,,,,fcc,400,,,magnetron sputtering,231.4948,0.5,0.91,,,,,4.30E-09,,,,,,,,The permeate side is at atmospheric pressure. The pressure differential was given in Pascal. Therefere scale it. Data extracted from Table 4.3,"( Lindgren et al., 2014)",https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2351779?show=full,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd48.0Cu52.0,mole fraction,foil,Pd48.00Cu52.00,20,,,,bcc,197.13,,,cold rolling,318.3159,0.5,1.1,,,,,0.00E+00,,,,,,,,"The permeate  side was under sweep gas argon and extrapure hydrogen was used in the retentate side.  The gas flow rates on permeate and retentate were 20 sccm. The permeability coefficient is given as J*10¨5 cm^2/s.atm^0.5. To calculate the permeability coefficient, use  0.089886 g/L (at 0 °C and 1 bar) and M= 2.01594 g/mol . 1 atm = 1.01325*10^5 Pa. The pressure is taken to be 1 atm.","(Mironova et al., 2021)",10.1134/S0020168521080057,
Pd48.0Cu52.0,mole fraction,foil,Pd48.00Cu52.00,20,,,,bcc,230.35,,,cold rolling,318.3159,0.5,1.1,,,,,0.00E+00,,,,,,,,"The permeate  side was under sweep gas argon and extrapure hydrogen was used in the retentate side.  The gas flow rates on permeate and retentate were 20 sccm. The permeability coefficient is given as J*10¨5 cm^2/s.atm^0.5. To calculate the permeability coefficient, use  0.089886 g/L (at 0 °C and 1 bar) and M= 2.01594 g/mol . 1 atm = 1.01325*10^5 Pa. The pressure is taken to be 1 atm.","(Mironova et al., 2021)",10.1134/S0020168521080057,
Pd48.0Cu52.0,mole fraction,foil,Pd48.00Cu52.00,20,,,,bcc,260.61,,,cold rolling,318.3159,0.5,1.1,,,,,2.25E-10,,,,,,,,"The permeate  side was under sweep gas argon and extrapure hydrogen was used in the retentate side.  The gas flow rates on permeate and retentate were 20 sccm. The permeability coefficient is given as J*10¨5 cm^2/s.atm^0.5. To calculate the permeability coefficient, use  0.089886 g/L (at 0 °C and 1 bar) and M= 2.01594 g/mol . 1 atm = 1.01325*10^5 Pa. The pressure is taken to be 1 atm.","(Mironova et al., 2021)",10.1134/S0020168521080057,
Pd48.0Cu52.0,mole fraction,foil,Pd48.00Cu52.00,20,,,,bcc,279.57,,,cold rolling,318.3159,0.5,1.1,,,,,7.20E-10,,,,,,,,"The permeate  side was under sweep gas argon and extrapure hydrogen was used in the retentate side.  The gas flow rates on permeate and retentate were 20 sccm. The permeability coefficient is given as J*10¨5 cm^2/s.atm^0.5. To calculate the permeability coefficient, use  0.089886 g/L (at 0 °C and 1 bar) and M= 2.01594 g/mol . 1 atm = 1.01325*10^5 Pa. The pressure is taken to be 1 atm.","(Mironova et al., 2021)",10.1134/S0020168521080057,
